"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21689","should login with valid credentials","My Login application","Wed Oct 08 13:14:18 BRT 2025","passed","Wed Oct 08 13:14:39 BRT 2025","","","",""
