"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","58573","should login with valid credentials","Login functionality","Thu Aug 27 20:49:09 UTC 2026","passed","Thu Aug 27 20:50:08 UTC 2026","","","",""
